MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,TypeOfWork,FundingYear,ContractId, ApprovedBudgetFor , ContractCost ,ActualCompletionDate,Contractor1,Contractor2,Contractor3,ContractorCount,StartDate,ProvincialCapital
Luzon,Region IV-B,Palawan,Palawan (Third Legislative District),Aborlan (Palawan),Palawan 3rd District Engineering Office,P00824762LZ,Construction of Flood Mitigation Structure,2024,24EG0061," ?17,370,000.00 "," ?17,369,987.88 ",7/24/2024,Ritche-Nathalie Development Corporation (Formerly: Ritche-Nathalie Builders And Gen. Merchandise),,,1,3/8/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Third Legislative District),Aborlan (Palawan),Palawan 3rd District Engineering Office,P00845836LZ,Construction of Flood Mitigation Structure,2024,2.40E+182," ?98,999,999.99 "," ?98,999,956.57 ",11/5/2024,Yurich Builders And Construction Supply Inc.,,,1,5/21/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Bataraza (Palawan),Palawan 2nd District Engineering Office,P00620660LZ,Construction of Flood Mitigation Structure,2022,22EF0067," ?29,400,000.00 "," ?28,801,312.60 ",4/15/2023,L. B. Leoncio Trading And Construction Corporation (Formerly: L.B. Leoncio Trading & Construction),,,1,5/25/2022,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Bataraza (Palawan),Palawan 2nd District Engineering Office,P00736052LZ,Construction of Revetment,2023,2.30E+81," ?192,999,998.01 "," ?192,997,857.44 ",5/31/2024,Katha Builders & Supplies Inc. , Rdf Trading And Construction,,2,3/11/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Bataraza (Palawan),Palawan 2nd District Engineering Office,P00736053LZ,Construction of Revetment,2023,2.30E+82," ?192,999,999.90 "," ?192,997,113.06 ",8/20/2024,St. Matthew Gen. Contractor & Development Corp. , Rdf Trading And Construction,,2,3/11/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Rizal (Marcos) (Palawan),Palawan 2nd District Engineering Office,P00621114LZ,Construction of Flood Mitigation Structure,2022,22EF0069," ?9,800,000.00 "," ?9,653,000.00 ",4/22/2023,Afg Construction Corporation,,,1,5/25/2022,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Rizal (Marcos) (Palawan),Palawan 2nd District Engineering Office,P00726272LZ,Construction of Flood Mitigation Structure,2023,23EF0013," ?24,500,000.00 "," ?24,499,994.74 ",12/7/2023,L&M Rodriguez Construction And Trading Inc. (Formerly: M.M. Rodriguez Trading And Construction),,,1,2/15/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Rizal (Marcos) (Palawan),Palawan 2nd District Engineering Office,P00726273LZ,Construction of Drainage Structure,2023,23EF0024," ?9,800,000.00 "," ?9,652,747.12 ",10/7/2024,Rdf Trading And Construction,,,1,2/15/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Rizal (Marcos) (Palawan),Palawan 2nd District Engineering Office,P00726770LZ,Construction of Flood Mitigation Structure,2023,23EF0012," ?9,800,000.00 "," ?9,701,996.20 ",5/28/2023,F A M E Construction Trading,,,1,2/15/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Rizal (Marcos) (Palawan),Palawan 2nd District Engineering Office,P00740415LZ,Construction of Revetment,2023,2.30E+185," ?192,999,996.76 "," ?192,997,879.72 ",4/22/2024,St. Matthew Gen. Contractor & Development Corp. , Rdf Trading And Construction,,2,4/29/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Rizal (Marcos) (Palawan),Palawan 2nd District Engineering Office,P00726268LZ,Construction of Flood Mitigation Structure,2023,23EF0061," ?19,600,000.00 "," ?19,599,689.79 ",12/15/2023,Samurai Construction,,,1,5/3/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Sofronio Espaã‘Ola (Palawan),Palawan 2nd District Engineering Office,P00726269LZ,Construction of Flood Mitigation Structure,2023,23EF0018," ?24,500,000.00 "," ?24,499,265.29 ",7/19/2023,"Cutting Edge Builders And Trading, Inc.",,,1,2/15/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Occidental Mindoro (Legislative District),El Nido (Bacuit) (Palawan),Mindoro Occidental District Engineering Office,P00727181LZ,Construction of Flood Mitigation Structure,2023,23EB0025," ?49,000,000.00 "," ?48,999,373.17 ",5/10/2024,Faaa Construction And Trading , D.K. Jocson Construction,,2,3/10/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Taytay (Palawan),Palawan 1st District Engineering Office,P00726264LZ,Construction of Flood Mitigation Structure,2023,23EE0027," ?9,064,927.16 "," ?9,064,029.80 ",10/23/2023,Mac Builders Civil Engineering Construction,,,1,3/15/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Busuanga (Palawan),Palawan 1st District Engineering Office,P00726265LZ,Construction of Flood Mitigation Structure,2023,23EE0030," ?9,064,955.46 "," ?8,884,656.00 ",8/11/2023,Mac Builders Civil Engineering Construction,,,1,4/18/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),El Nido (Bacuit) (Palawan),Palawan 1st District Engineering Office,P00726267LZ,Construction of Flood Mitigation Structure,2023,23EE0044," ?9,064,950.34 "," ?8,929,075.23 ",12/8/2023,12-30 Construction And Supply,,,1,4/18/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),El Nido (Bacuit) (Palawan),Palawan 1st District Engineering Office,P00820977LZ,Construction of Flood Mitigation Structure,2024,24EE0074," ?44,099,949.37 "," ?44,097,774.54 ",11/19/2024,Ar Lustre Construction Corporation (Formerly:A.R. Lustre Jr. Construction) , A.R.L. Construction,,2,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Coron (Palawan),Palawan 1st District Engineering Office,P00726768LZ,Construction of Flood Mitigation Structure,2023,23EE0031," ?20,089,948.32 "," ?20,088,519.55 ",10/1/2024,Jrmx Construction & General Merchandise,,,1,5/31/2023,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Coron (Palawan),Palawan 1st District Engineering Office,P00820976LZ,Construction of Flood Mitigation Structure,2024,24EE0053," ?44,099,998.89 "," ?44,098,571.94 ",8/21/2024,Alpha Vector Construction And Supply , Jasmig Construction Corporation (Formerly: Jasmig Construction Supply),,2,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Coron (Palawan),Palawan 1st District Engineering Office,P00820978LZ,Construction of Flood Mitigation Structure,2024,24EE0019," ?44,099,999.16 "," ?44,079,742.82 ",7/26/2024,L. B. Leoncio Trading And Construction Corporation (Formerly: L.B. Leoncio Trading & Construction) , One Hundred Percent Construction And Development Corporation (Formerly:Bct Trading & Construction),,2,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Rizal (Zamboanga Del Norte),Palawan 2nd District Engineering Office,P00820392LZ,Construction of Flood Mitigation Structure,2024,24EF0012," ?53,075,000.00 "," ?53,072,829.34 ",11/15/2024,Syndtite Construction Corporation (Formerly: R.C. Tagala Construction),,,1,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Rizal (Zamboanga Del Norte),Palawan 2nd District Engineering Office,P00820985LZ,Construction of Flood Mitigation Structure,2024,24EF0047," ?49,000,000.00 "," ?48,997,260.00 ",10/11/2024,St. Timothy Construction Corporation,,,1,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Rizal (Zamboanga Del Norte),Palawan 2nd District Engineering Office,P00820987LZ,Construction of Flood Mitigation Structure,2024,24EF0059," ?29,400,000.00 "," ?29,396,659.04 ",10/3/2024,L&M Rodriguez Construction And Trading Inc. (Formerly: M.M. Rodriguez Trading And Construction),,,1,3/15/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Taytay (Rizal),Palawan 1st District Engineering Office,P00820412LZ,Construction of Flood Mitigation Structure,2024,24EE0055," ?96,499,945.21 "," ?96,499,967.12 ",8/27/2024,Jasmig Construction Corporation (Formerly: Jasmig Construction Supply),,,1,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Taytay (Rizal),Palawan 1st District Engineering Office,P00820414LZ,Construction of Flood Mitigation Structure,2024,24EE0054," ?96,499,980.15 "," ?96,499,998.63 ",9/20/2024,Jasmig Construction Corporation (Formerly: Jasmig Construction Supply),,,1,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Taytay (Rizal),Palawan 1st District Engineering Office,P00820972LZ,Construction of Drainage Structure,2024,24EE0101," ?19,599,983.05 "," ?19,598,517.10 ",10/28/2024,Reinastar Trading And Construction Supply,,,1,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Roxas (Isabela),Palawan 1st District Engineering Office,P00820975LZ,Construction of Flood Mitigation Structure,2024,24EE0017," ?44,099,956.70 "," ?44,097,536.12 ",10/15/2024,Yurich Builders And Construction Supply Inc. , Seven Digit Construction And Trucking Services Corp. (Formerly: Seven Digit Construction & Supplies),,2,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Roxas (Isabela),Palawan 1st District Engineering Office,P00820979LZ,Construction of Flood Mitigation Structure,2024,24EE0020," ?44,099,975.30 "," ?44,095,477.55 ",10/15/2024,Yurich Builders And Construction Supply Inc. , Seven Digit Construction And Trucking Services Corp. (Formerly: Seven Digit Construction & Supplies),,2,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Roxas (Isabela),Palawan 1st District Engineering Office,P00844779LZ,Construction of Drainage Structure,2024,24EE0113," ?9,899,934.12 "," ?9,784,647.85 ",12/20/2024,M.G.M. Construction,,,1,3/18/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (First Legislative District),Roxas (Isabela),Palawan 1st District Engineering Office,P00820974LZ,Construction of Flood Mitigation Structure,2024,24EE0036," ?48,249,976.12 "," ?48,249,914.40 ",12/11/2024,Yurich Builders And Construction Supply Inc. , F.F. Galang Construction,,2,5/20/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Quezon (Bukidnon),Palawan 2nd District Engineering Office,P00820980LZ,Construction of Flood Mitigation Structure,2024,24EF0060," ?29,400,000.00 "," ?29,303,558.24 ",7/27/2024,Rdf Trading And Construction,,,1,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Quezon (Bukidnon),Palawan 2nd District Engineering Office,P00820982LZ,Construction of Flood Mitigation Structure,2024,24EF0026," ?24,500,000.00 "," ?24,499,188.00 ",8/15/2024,Diane Construction & Enterprises,,,1,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Palawan,Palawan (Second Legislative District),Quezon (Bukidnon),Palawan 2nd District Engineering Office,P00820983LZ,Construction of Flood Mitigation Structure,2024,24EF0024," ?29,400,000.00 "," ?29,399,992.50 ",6/17/2024,"Cutting Edge Builders And Trading, Inc.",,,1,2/14/2024,Puerto Princesa City
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),,Marinduque District Engineering Office,P00526330LZ,Construction of Flood Mitigation Structure,2021,21EA0085," ?96,498,000.00 "," ?96,502,061.41 ",9/16/2022,"Sunwest, Inc. (Formerly: Sunwest Construction & Development Corporation)",,,1,3/26/2021,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00632921LZ,Construction of Flood Mitigation Structure,2022,22EA0101," ?9,898,000.00 "," ?9,898,841.47 ",9/14/2022,K Construction & Developers Corporation,,,1,2/16/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00632925LZ,Construction of Flood Mitigation Structure,2022,22EA0020," ?4,948,000.00 "," ?4,848,665.00 ",7/6/2022,Samarah Construction And Supply,,,1,2/16/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00632928LZ,Construction of Flood Mitigation Structure,2022,22EA0022," ?9,898,000.00 "," ?9,905,612.11 ",7/16/2022,T.N.G. Construction Corporation,,,1,2/16/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00639509LZ,Construction of Flood Mitigation Structure,2022,22EA0235," ?39,198,000.00 "," ?38,862,577.77 ",3/27/2023,Sargasso Construction & Development Corp.,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00639517LZ,Construction of Flood Mitigation Structure,2022,22EA0242," ?9,798,000.00 "," ?9,788,709.37 ",9/5/2023,K Construction & Developers Corporation,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00639518LZ,Construction of Flood Mitigation Structure,2022,22EA0243," ?29,398,000.00 "," ?24,729,962.75 ",2/10/2023,Jedidiah Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00641900LZ,Construction of Flood Mitigation Structure,2022,22EA0188," ?10,888,000.00 "," ?9,813,540.74 ",10/13/2022,Jedidiah Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00737545LZ,Construction of Flood Mitigation Structure,2023,23EA0013," ?9,898,000.00 "," ?9,700,039.98 ",5/10/2023,Kurdz Construction,,,1,1/31/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00737546LZ,Construction of Flood Mitigation Structure,2023,23EA0007," ?4,947,999.99 "," ?4,849,037.42 ",4/20/2023,Kejamarenik Construction & Construction Supplies,,,1,1/31/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00736046LZ,Construction of Revetment,2023,23000000," ?192,999,999.02 "," ?192,995,358.25 ",4/25/2024,Mag Konstruction & Supply Inc. ," Monolithic Construction & Concrete Products, Inc.",,2,2/11/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00726949LZ,Construction of Flood Mitigation Structure,2023,23EA0030," ?77,198,000.00 "," ?77,198,380.79 ",2/2/2024,J.D. Legaspi Construction , Zuiden Builders Inc.,,2,3/22/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00727178LZ,Construction of Flood Mitigation Structure,2023,23EA0051," ?48,998,000.00 "," ?48,998,898.55 ",3/13/2024,R.S. Tagala Construction And Equipment Rentals , Sixteen Enterprises-Calapan Branch,,2,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00727179LZ,Construction of Flood Mitigation Structure,2023,23EA0052," ?48,998,000.00 "," ?48,018,034.70 ",12/11/2023,Dqt Builders Corporation (Formerly Dqt Builders),,,1,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00727180LZ,Construction of Flood Mitigation Structure,2023,23EA0053," ?48,998,000.00 "," ?47,926,470.47 ",10/12/2023,Elite General Contractor And Development Corp.,,,1,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00820964LZ,Construction of Flood Mitigation Structure,2024,24EA0037," ?9,798,000.00 "," ?9,602,077.29 ",7/5/2024,T.N.G. Construction Corporation,,,1,1/30/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Mogpog (Marinduque),Marinduque District Engineering Office,P00821362LZ,Construction of Flood Mitigation Structure,2024,24EA0032," ?96,498,000.00 "," ?96,495,098.79 ",5/1/2025,"Sunwest, Inc. (Formerly: Sunwest Construction & Development Corporation)",,,1,2/19/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Santa Cruz (Marinduque),Marinduque District Engineering Office,P00632923LZ,Construction of Flood Mitigation Structure,2022,22EA0023," ?9,898,000.00 "," ?9,898,092.96 ",9/13/2022,Rpe Construction,,,1,2/16/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Santa Cruz (Marinduque),Marinduque District Engineering Office,P00620902LZ,Construction of Flood Mitigation Structure,2022,22EA0086," ?84,879,400.00 "," ?84,891,244.45 ",8/24/2023,Sargasso Construction & Development Corp.,,,1,2/23/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Santa Cruz (Marinduque),Marinduque District Engineering Office,P00639507LZ,Construction of Flood Mitigation Structure,2022,22EA0149," ?9,798,000.00 "," ?9,799,552.49 ",10/4/2022,Rpe Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Santa Cruz (Marinduque),Marinduque District Engineering Office,P00742450LZ,Construction of Flood Mitigation Structure,2023,23EA0072," ?4,948,000.00 "," ?4,947,211.87 ",6/15/2023,Dd Rosal Construction,,,1,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Santa Cruz (Marinduque),Marinduque District Engineering Office,P00740420LZ,Construction of Revetment,2023,2.30E+132," ?241,249,999.63 "," ?241,247,258.68 ",5/6/2024,Hgg Builders & Supply,,,1,4/13/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Santa Cruz (Marinduque),Marinduque District Engineering Office,P00740421LZ,Construction of Revetment,2023,2.30E+133," ?241,249,999.38 "," ?241,247,074.85 ",5/14/2024,Hgg Builders & Supply,,,1,4/13/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Santa Cruz (Marinduque),Marinduque District Engineering Office,P00740437LZ,Construction of Revetment,2023,2300000000," ?192,999,999.66 "," ?192,998,640.97 ",12/20/2023,Hgg Builders & Supply,,,1,4/13/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00632924LZ,Construction of Flood Mitigation Structure,2022,22EA0013," ?5,938,000.00 "," ?5,818,384.17 ",10/15/2022,Triple Johnes Q. Construction,,,1,2/16/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00620900LZ,Construction of Flood Mitigation Structure,2022,22EA0071," ?86,848,000.00 "," ?86,848,881.33 ",4/26/2023,"Monolithic Construction & Concrete Products, Inc.",,,1,2/23/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00632926LZ,Construction of Drainage Structure,2022,22EA0039," ?14,848,000.00 "," ?14,792,987.32 ",8/4/2023,Yurusa Construction & Development Corp.,,,1,3/1/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00620269LZ,Construction of Flood Mitigation Structure,2022,22EA0055," ?86,848,000.00 "," ?86,848,824.12 ",11/28/2022,R.T.Y. Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00620899LZ,Construction of Flood Mitigation Structure,2022,22EA0056," ?86,848,000.00 "," ?86,543,354.23 ",12/21/2022,R.T.Y. Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00639513LZ,Construction of Flood Mitigation Structure,2022,22EA0238," ?19,598,000.00 "," ?19,568,537.10 ",10/30/2022,Zuiden Builders Inc.,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00639514LZ,Construction of Flood Mitigation Structure,2022,22EA0239," ?30,378,000.00 "," ?30,378,967.20 ",3/26/2023,G.T.J. Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00639516LZ,Construction of Flood Mitigation Structure,2022,22EA0241," ?19,598,000.00 "," ?19,598,862.07 ",9/5/2022,Jbernardo Construction And Supply,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00726258LZ,Construction of Flood Mitigation Structure,2023,23EA0021," ?47,037,999.99 "," ?37,243,853.46 ",8/9/2023,April Rose Ent. & Builders,,,1,1/31/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00726950LZ,Construction of Flood Mitigation Structure,2023,23EA0031," ?77,198,000.00 "," ?77,167,301.33 ",12/4/2023,Dqt Builders Corporation (Formerly Dqt Builders),,,1,3/22/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00727175LZ,Construction of Flood Mitigation Structure,2023,23EA0048," ?48,998,000.00 "," ?48,018,673.52 ",6/26/2023,Amethyst Horizon Builders And Gen. Contractor And Development Corp.,,,1,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00727176LZ,Construction of Flood Mitigation Structure,2023,23EA0049," ?48,998,000.00 "," ?47,927,960.67 ",8/25/2023,Amethyst Horizon Builders And Gen. Contractor And Development Corp.,,,1,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00727177LZ,Construction of Flood Mitigation Structure,2023,23EA0050," ?48,998,000.00 "," ?48,019,649.71 ",6/26/2023,Elite General Contractor And Development Corp.,,,1,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00742451LZ,Construction of Flood Mitigation Structure,2023,23EA0061," ?24,748,000.00 "," ?24,515,665.50 ",12/1/2023,G.T.J. Construction,,,1,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00742452LZ,Construction of Flood Mitigation Structure,2023,23EA0062," ?9,898,000.00 "," ?9,897,013.25 ",8/4/2023,G.T.J. Construction,,,1,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00742453LZ,Construction of Flood Mitigation Structure,2023,23EA0063," ?19,798,000.00 "," ?18,550,221.21 ",9/19/2023,Jedidiah Construction,,,1,3/28/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00820965LZ,Construction of Flood Mitigation Structure,2024,24EA0027," ?19,598,000.00 "," ?18,214,714.08 ",4/24/2024,Jedidiah Construction,,,1,1/30/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00846097LZ,Construction of Flood Mitigation Structure,2024,24EA0053," ?4,948,000.00 "," ?4,947,817.66 ",4/12/2024,Jedidiah Construction,,,1,1/30/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00820390LZ,Construction of Flood Mitigation Structure,2024,24EA0033," ?67,548,000.00 "," ?67,544,604.27 ",10/23/2024,G.T.J. Construction , R.R. Encabo Constructors Incorporated (Formerly Rr,,2,2/19/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00820403LZ,Construction of Flood Mitigation Structure,2024,24EA0034," ?88,629,390.00 "," ?88,629,520.01 ",11/23/2024,Dqt Builders Corporation (Formerly Dqt Builders) , G.T.J. Construction,,2,2/19/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00820405LZ,Construction of Flood Mitigation Structure,2024,24EA0031," ?67,548,000.00 "," ?67,545,243.00 ",10/28/2024,Dqt Builders Corporation (Formerly Dqt Builders),,,1,2/19/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00820389LZ,Construction of Flood Mitigation Structure,2024,24EA0075," ?87,813,000.00 "," ?87,809,976.28 ",8/5/2024,Mrrm Trading & Construction,,,1,3/13/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00820388LZ,Construction of Flood Mitigation Structure,2024,24EA0074," ?87,813,000.00 "," ?87,810,398.00 ",8/20/2024,Square Cube Construction(Formerly Square Cube Trad,,,1,3/15/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Boac (Capital) (Marinduque),Marinduque District Engineering Office,P00821601LZ,Construction of Flood Mitigation Structure,2024,24EA0073," ?48,998,000.00 "," ?48,995,870.00 ",8/20/2024,Square Cube Construction(Formerly Square Cube Trad,,,1,3/15/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Buenavista (Marinduque),Marinduque District Engineering Office,P00621429LZ,Construction of Flood Mitigation Structure,2022,22EA0140," ?96,498,000.00 "," ?96,497,681.88 ",8/2/2023,"Sunwest, Inc. (Formerly: Sunwest Construction & Development Corporation)",,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Buenavista (Marinduque),Marinduque District Engineering Office,P00639508LZ,Construction of Flood Mitigation Structure,2022,22EA0150," ?14,698,000.00 "," ?14,698,930.12 ",11/20/2022,Jeff Enterprises,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Buenavista (Marinduque),Marinduque District Engineering Office,P00639511LZ,Construction of Flood Mitigation Structure,2022,22EA0151," ?9,798,000.00 "," ?9,596,042.28 ",11/7/2022,"Anncorp Builders, Inc.",,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Buenavista (Marinduque),Marinduque District Engineering Office,P00639515LZ,Construction of Flood Mitigation Structure,2022,22EA0240," ?22,538,000.00 "," ?21,976,855.62 ",4/10/2023,Kurdz Construction,,,1,6/27/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Buenavista (Marinduque),Marinduque District Engineering Office,P00736049LZ,Construction of Revetment,2023,23000000000," ?192,999,999.08 "," ?192,997,859.19 ",12/15/2023,Hgg Builders & Supply,,,1,2/11/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Buenavista (Marinduque),Marinduque District Engineering Office,P00725868LZ,Construction of Flood Mitigation Structure,2023,23EA0026," ?72,373,000.00 "," ?72,367,731.57 ",11/28/2023,J.D. Legaspi Construction , Zuiden Builders Inc.,,2,2/24/2023,Boac
